        Unnamed: 0,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery,img_url,extracted_flavors,wine_type
73831,Italy,"This blend of 85% Sangiovese, 10% Can aiolo and 5% other red grapes opens with aromas of ripe dark-skinned fruit, crushed blue flowers and a whiff of clove. The easygoing palate offers dried black cherry, espresso and a hint of anise alongside dusty tannins.",,87,15.0,Tuscany,Chianti Rufina,,Kerin O’Keefe,@kerinokeefe,Fattoria di Grignano 2012  Chianti Rufina,Red Blend,Fattoria di Grignano,https://cdn.ct-static.com/labels/64796c90-4d59-4945-97c8-bb4fcf8df9f8.jpg,"['fruit', 'cherry']",red
4060,France,"Rich and fragrant, this is perfumed with white flowers and lemon blossom. Apples, crisp pears and lime give a fresh and tightly fruity taste. The aftertaste is bright, while also rich. Drink now.",,90,19.0,France Other,Roussette de Savoie,,Roger Voss,@vossroger,Les Rocailles 2014  Roussette de Savoie,Altesse,Les Rocailles,https://images.vivino.com/thumbs/4x3tx6QhQjyhO6TuKBb7Qw_150x200.jpg,"['fruit', 'apple', 'pear', 'lemon', 'lime']",unknown
40419,Portugal,"Duas Quintas Reserva is now established as one of the benchmark wines in the Douro. This dark-colored effort has ripe, concentrated dark berry and herb flavors and a fine sense of tannic structure from wood aging. There's a strong sense of minerality as well, giving this richness and aging potential.",Duas Quintas Reserva,92,30.0,Douro,,,Roger Voss,@vossroger,Ramos-Pinto 2010 Duas Quintas Reserva Red (Douro),Portuguese Red,Ramos-Pinto,https://winehouseportugal.com/6379-large_default/duas-quintas-reserva-2010-red-wine-duas-quintas-reserva-2010-red-wine-is-producer-by-ramos-pinto-ramos-pinto.jpg,"['berry', 'herb', 'mineral']",red
19620,US,"Rich and tangy, a Chardonnay that appeals for its pure varietal flavors and noble structure. It's powerful in pineapple and orange fruit, with a sweet overlay of caramelized oak. This richness is balanced by brisk acidity and minerality.",No. 76,90,30.0,California,Sonoma Coast,Sonoma,,,JCB 2010 No. 76 Chardonnay (Sonoma Coast),Chardonnay,JCB,https://s3.amazonaws.com/boissetfamilyestates-assets/images/labels/JCBNo76CH2010-back.jpg,"['fruit', 'apple', 'oak', 'mineral']",white
105230,France,"This rich and ripe wine is full of apricot and almond flavors. It is beautifully textured with a strongly mineral character as well as an orange-zest flavor and tangy, spicy aftertaste. The wine should age, so drink from 2017.",Pierre de Lune,90,,Southwest France,Jurançon Sec,,Roger Voss,@vossroger,Domaine Nigri 2013 Pierre de Lune  (Jurançon Sec),Gros and Petit Manseng,Domaine Nigri,https://www.astorwines.com/images/items/44745.jpg,['mineral'],unknown
23310,Portugal,"Delicately perfumed, yellow and tropical-fruit flavored, this is bright and very fruity. The citrus edge adds a further lift to this refreshing, ready-to-drink wine.",Vinha Padre Pedro Branco,87,9.0,Tejo,,,Roger Voss,@vossroger,Casa Cadaval 2015 Vinha Padre Pedro Branco White (Tejo),Portuguese White,Casa Cadaval,https://www.portugalvineyards.com/90495-home_default/casa-de-cadaval-vinha-padre-pedro-white-2021.jpg,"['fruit', 'citrus', 'tropical']",white
651,France,"Subtle notes of clean, fresh lemon zest promise pleasure, the palate reveals a far riper aspect of fresh red apple and baked apples. The dry palate remains zingy and clean and provides ample textured freshness. The effect is that of fresh apple sorbet.",Pfersigberg Grand Cru,92,39.0,Alsace,Alsace,,Anne Krebiehl MW,@AnneInVino,Kuentz-Bas 2014 Pfersigberg Grand Cru Riesling (Alsace),Riesling,Kuentz-Bas,https://s3.amazonaws.com/efcheckout/kermitlynch/products/Kermit-Lynch-Wine-Merchant-2019-Riesling-iGrand-Crui-Geisberg-product-image-8469-medium.jpg,"['apple', 'lemon']",white
24554,Portugal,"Full, rich and on the dry side, this is loaded with ripe berry flavors, and it has a core of firm tannins and a touch of acidity. It finishes dry.",Collector Reserva,86,20.0,Port,,,Roger Voss,@vossroger,Ramos-Pinto NV Collector Reserva  (Port),Port,Ramos-Pinto,https://mmdusa.b-cdn.net/assets/uploads/bottleshots/_large/ramos-pinto-collector-reserva-non-vintage-bottle-shot-2583-1544574440.png,['berry'],dessert
30863,US,"The treatment here is fermentation in stainless steel, and the wine shows ripe, tart, tangy fruit. Mostly melon and kiwi flavors, good weight on the palate, and little if any oak.",,87,20.0,Oregon,Willamette Valley,Willamette Valley,Paul Gregutt,@paulgwine ,Torii Mor 2000 Pinot Gris (Willamette Valley),Pinot Gris,Torii Mor,https://shop.toriimorwinery.com/assets/images/products/pictures/ToriiMor_NV_Olson_PN-OSDFTI.jpg,"['fruit', 'oak']",unknown
16536,US,"From Draper clone vines planted in 1965, this bright gold-hued wine brings myriad details to its apple, jicama, white peach and nut oil flavors. A whiff of smoke carries throughout, and its sheer complexity strains the vocabulary. Stay with it as more subtle layers unfold. Though seductive now, it should mature well through 2030.",Original Vines,95,60.0,Oregon,Dundee Hills,Willamette Valley,Paul Gregutt,@paulgwine ,The Eyrie Vineyards 2015 Original Vines Chardonnay (Dundee Hills),Chardonnay,The Eyrie Vineyards,http://merchantofwine.com/cdn/shop/files/TheEyrieVineyards_Chardonnay_DundeeHills_WillametteValley_Oregon_2018.jpg?crop=center&height=1200&v=1709492962&width=1200,"['apple', 'peach', 'nut', 'smoke']",white
123908,France,"In its classic Provence skittle bottle, this is a wine for quaffing at a patio or restaurant table. Pale in color but packed with red fruit, it is an immediately attractive fruity and lively wine. Drink now.",Soleillades,85,12.0,Provence,Coteaux d'Aix-en-Provence,,Roger Voss,@vossroger,Ravoire et Fils 2016 Soleillades Rosé (Coteaux d'Aix-en-Provence),Rosé,Ravoire et Fils,https://images.vivino.com/thumbs/hqQXzRtmR-qadlkX-Hds-w_pl_375x500.png,['fruit'],rosé
108595,France,"93–95. Barrel sample. The second wine of Château Ausone shows its 60% Cabernet Franc to great effect. It's perfumed and mineral, but with a dark intensity and acidity. A fine wine with a good future.",La Chapelle d'Ausone Barrel Sample,94,,Bordeaux,Saint-Émilion,,Roger Voss,@vossroger,Château Ausone 2012 La Chapelle d'Ausone Barrel Sample  (Saint-Émilion),Bordeaux-style Red Blend,Château Ausone,https://media.bbr.com/s/bbr/20218013613-ms?img404=Default_Wine,['mineral'],red
113998,US,"This offers exceptional concentration and power. Sweet strawberry fruit is dense and detailed, bringing hints of spice and milk chocolate into play through a long, utterly satisfying finish.",Rosé of,92,21.0,Oregon,Willamette Valley,Willamette Valley,Paul Gregutt,@paulgwine ,Lachini 2013 Rosé of Pinot Noir (Willamette Valley),Pinot Noir,Lachini,"https://static.wixstatic.com/media/1d7092_5888787b403f4324af860fe7c8fc4db3~mv2.jpg/v1/fill/w_640,h_400,al_c,q_80,usm_0.66_1.00_0.01,enc_auto/1d7092_5888787b403f4324af860fe7c8fc4db3~mv2.jpg","['fruit', 'berry', 'chocolate', 'spice']",red
129107,Australia,"This full-bodied, single-vineyard bottling has a distinct charred or roasted note to it, while the texture is slightly coarse. The flavors are earthy and dark, reminiscent of burnt wood and roasted meat, finally ending on an espresso note.",The Vociferate Dipsomaniac Single Vineyard,87,85.0,South Australia,McLaren Vale,,Joe Czerwinski,@JoeCz,D'Arenberg 2010 The Vociferate Dipsomaniac Single Vineyard Shiraz (McLaren Vale),Shiraz,D'Arenberg,https://images.vivino.com/thumbs/NHH2wQqlRWOarif5LCNKkw_pl_375x500.png,['earth'],unknown
121861,US,"This is dry and vital in acidity, but it seems slightly underripe. Raw citrus and asparagus flavors mark the sharp finish.",Los Olivos Vineyard,83,25.0,California,Santa Ynez Valley,Central Coast,,,Brander 2009 Los Olivos Vineyard Chardonnay (Santa Ynez Valley),Chardonnay,Brander,https://www.wineenthusiast.com/wp-content/uploads/2024/06/06_24_The_Top_Rated_California_Chardonnays_Right_Now_HERO_MidegoRidge_Sangiacomo_Cuvaison_ThreeSticks__1920x1280.jpg,['citrus'],white
107768,US,"A Chardonnay with sweet, simple flavors of white sugar and pineapples. Tart acidity gives it the taste of a sweet-and-sour sauce for Chinese food.",Paragon,81,15.0,California,Central Coast,Central Coast,,,Edna Valley Vineyard 2011 Paragon Chardonnay (Central Coast),Chardonnay,Edna Valley Vineyard,https://thewineraconteur.net/wp-content/uploads/2014/05/edna-valley-vineyard-paragon-chardonnay-2011.jpg,['apple'],white
83595,US,"This wine opens with aromas of vanilla and baking spices that are followed by broad, silky-feeling fruit and barrel flavors, finishing on a somewhat bitter note. The oak holds a prominent role but still plays its part well.",Estate Grown and Bottled,87,25.0,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,Claar 2011 Estate Grown and Bottled Merlot (Columbia Valley (WA)),Merlot,Claar,https://www.wineenthusiast.com/wp-content/uploads/2024/06/06_24_The_Top_Rated_California_Cabs_to_Drink_Right_Now_HERO_RodneyStrong_DaouVineyards_Wine.com_StagsLeapWineCellars_1920x1280.jpg,"['fruit', 'vanilla', 'oak', 'spice']",red
108068,Italy,"A tight, compact expression of Grecanico, this exudes aromas of yellow rose, citrus, vanilla and exotic fruit. The pretty floral component would pair with poached salmon or trout.",Suaviter,87,,Sicily & Sardinia,Sicilia,,,,Cambria 2011 Suaviter Grecanico (Sicilia),Grecanico,Cambria,https://www.wineenthusiast.com/wp-content/uploads/2024/08/08_24_Top_Ten_Collectible_Bordeaux_HERO_Millesima_Wine.com_1920x1280-290x191.jpg,"['fruit', 'citrus', 'vanilla', 'floral']",unknown
67924,Austria,"Very light-bodied, slight but textbook Grüner with green pear fruit on nose and palate and an almost fizzy, refreshing and utterly appetizing hint of white pepper. Gives a superclean, pear-drop finish.",Q,89,13.0,Niederösterreich,,,Anne Krebiehl MW,@AnneInVino,Unger 2015 Q Grüner Veltliner (Niederösterreich),Grüner Veltliner,Unger,"https://www.wine-searcher.com/images/labels/63/96/10566396.jpg?width=260&height=260&fit=bounds&canvas=260,260","['fruit', 'pear', 'pepper']",unknown
82967,US,"Subdued on the nose, this has a good concentration of fruit and a strong structure, buoyed by firm acidity. The finish is long and lingering.",,86,22.0,California,Shenandoah Valley (CA),Sierra Foothills,Virginie Boone,@vboone,Bella Piazza 2009 Barbera (Shenandoah Valley (CA)),Barbera,Bella Piazza,https://www.wine-searcher.com/images/labels/12/31/10451231.jpg,['fruit'],unknown
48185,Spain,"The goofy name is questionable, but the wine is excellent. Raspberry, plum and minerally aromas lead to a tight, structured palate with flavors of berry fruits and chocolate. This wine end with an aggressive and slightly hot finish that contains cherry and plum flavors. Drink through 2019.",Suprafabulicious,90,25.0,Catalonia,Priorat,,Michael Schachner,@wineschach,Picolino 2012 Suprafabulicious Red (Priorat),Red Blend,Picolino,,"['fruit', 'berry', 'cherry', 'chocolate', 'mineral']",red
88187,France,"Conveying a sense of richness, this is a smooth and creamy wine with a tannic structure that emerges out of the ripe apple and pear flavors. Acidity at the end is already well integrated into the crisp texture with its touch of orange zest and minerality. Drink from 2018.",Morgeot Premier Cru,93,,Burgundy,Chassagne-Montrachet,,Roger Voss,@vossroger,Louis Latour 2013 Morgeot Premier Cru  (Chassagne-Montrachet),Chardonnay,Louis Latour,https://www.louislatour.com/image/vin/49/chassagne-montrachet-1er-cru-morgeot-blanc-etiquette-jpg,"['apple', 'pear', 'mineral']",white
102251,Italy,"Rose, iris, red-berry and cake-spice aromas set the tone on this graceful red. It's linear, bright and loaded with finesse, evoking red cherry, crushed strawberry, star anise and pink peppercorn alongside taut, polished tannins and bright acidity. Drink 2013–2033.",La Serra,93,50.0,Piedmont,Barolo,,Kerin O’Keefe,@kerinokeefe,Marcarini 2013 La Serra  (Barolo),Nebbiolo,Marcarini,https://media.bbr.com/s/bbr/20138001409-ms?img404=Default_Wine,"['berry', 'cherry', 'spice', 'pepper']",unknown
101317,France,"With crushed strawberry and caramel flavors, this is relatively light wine, though elegant and pierced with acidity. Milk chocolate and soft tannins complete an attractive ensemble.",Aux Cras,89,56.0,Burgundy,Beaune,,Roger Voss,@vossroger,Camille Giroud 2008 Aux Cras  (Beaune),Pinot Noir,Camille Giroud,https://i0.wp.com/www.burgundy-report.com/wp/wp-content/uploads/2022/11/PXL_20221119_175916216.PORTRAIT-1.jpg?fit=1200%2C626&ssl=1,"['berry', 'chocolate']",red
126934,Canada,"This unusual five-grape blend includes Chardonnay, Sémillon, Sauvignon Blanc, Viognier and Muscat. It maintains a sense of focus, with the grassy, herbal character of Sauv Blanc and Sémillon commanding most of the attention. It's stiff, woody (rather than oaky) and herbal. Try it with fresh goat cheese.",Oldfield Series 2Bench,87,21.0,British Columbia,Okanagan Valley,,Paul Gregutt,@paulgwine ,Tinhorn Creek 2014 Oldfield Series 2Bench White (Okanagan Valley),White Blend,Tinhorn Creek,x-raw-image:///b1c458f3937872d4a4658f98fae3a8e3cf15889c7c676d927033438924b5390c,"['oak', 'herb']",white
8075,France,"This rich, concentrated wine is velvet smooth, with tannins enveloped by ripe berry and plum fruits. Wood aging has added to the the rounded character. Despite its approachability, it will age well, so the wine is best drunk from 2018.",,91,28.0,Bordeaux,Blaye Côtes de Bordeaux,,Roger Voss,@vossroger,Château Haut Bertinerie 2012  Blaye Côtes de Bordeaux,Bordeaux-style Red Blend,Château Haut Bertinerie,https://images.vivino.com/thumbs/UtbMhfQuRG2-luan3XJzmA_pb_x600.png,"['fruit', 'berry']",red
113952,Bulgaria,"This Sauvignon Blanc from Bulgaria's Thracian Valley has bright aromas of lemon grass, citrus blossom and freshly mowed lawn. It is medium bodied in the mouth, with flavors of freshly cut pineapple, guava and lemon meringue pie. The finish is clean, crisp and fruit filled.",,90,13.0,Thracian Valley,,,Jeff Jenssen,@worldwineguys,Bulgariana 2015 Sauvignon Blanc (Thracian Valley),Sauvignon Blanc,Bulgariana,https://www.wineenthusiast.com/wp-content/assets/reviews/label-images/wine/wine/244399_40bbe_oct16_3700.jpg,"['fruit', 'citrus', 'apple', 'lemon']",white
43338,Italy,"Made with Sangiovese and 10% Montepulciano, this has aromas of dark-skinned fruit, tilled soil and a hint of graphite. The simple, straightforward palate offers dried berry, black cherry and a hint of thyme alongside round but not very persistent tannins.",Mozza Piedi,87,20.0,Tuscany,Morellino di Scansano,,Kerin O’Keefe,@kerinokeefe,Colle Spinello 2013 Mozza Piedi  (Morellino di Scansano),Red Blend,Colle Spinello,https://www.wineenthusiast.com/wp-content/uploads/2023/05/Feature_TuscanTreaure_Credit_Tom_Arena_1920x1280.jpg,"['fruit', 'berry', 'cherry']",red
106355,France,"On the right bank of the Serein river, Vaucoupin gives rich wines, showing its sunny exposition. This bottling is ripe, full in the mouth and intense with fragrant white fruits, vanilla and youthful acidity. With freshness still to the fore, it will age and will be better from 2017.",Vaucoupin Premier Cru,91,30.0,Burgundy,Chablis,,Roger Voss,@vossroger,Domaine Céline et Frédéric Gueguen 2013 Vaucoupin Premier Cru  (Chablis),Chardonnay,Domaine Céline et Frédéric Gueguen,https://wineparadise.com.hk/wp-content/uploads/2024/04/Chablis-1er-Cru-Vaucoupin-PNG_1.png,"['fruit', 'vanilla']",white
46425,Spain,"Deep aromas of baked black fruits are bolstered by oaky notes of lemon peel and barrel spice. This is intense and hard driving, with flavors of coffee, lemon, blackberry, chocolate and tar. The smoky finish is accompanied by roasted berry notes and shearing acidity. Drink through 2020.",Colección Privada,92,49.0,Northern Spain,Rioja,,Michael Schachner,@wineschach,Sierra Cantabria 2012 Colección Privada  (Rioja),Tempranillo,Sierra Cantabria,https://images.vivino.com/thumbs/HRNYkb7PR9qEj1ZdeO2Pdg_pb_x600.png,"['fruit', 'berry', 'lemon', 'chocolate', 'oak', 'spice']",unknown
128219,US,"Generous flavors with a full body add up to a very likable, mouthfilling wine that will love a juicy steak or grilled lamb chop. Almost-sweet spices like vanilla and nutmeg come out in the aroma and persist through the fresh black cherry flavors and finish.",Cherokee Lane,87,12.0,California,Lodi,Central Valley,Jim Gordon,@gordone_cellars,Tortoise Creek 2012 Cherokee Lane Cabernet Sauvignon (Lodi),Cabernet Sauvignon,Tortoise Creek,https://www.wineenthusiast.com/wp-content/assets/reviews/label-images/wine/wine/213311_50bbe_sept15_3570.jpg,"['cherry', 'vanilla', 'spice', 'nut']",red
74153,Israel,"There is an interesting balance of fruit and cooling herbs here, with cherry and raspberry mingling seamlessly with mint and eucalyptus. Smooth tannins continue uninterrupted through the lingering finish.",Yarden,89,32.0,Galilee,,,Mike DeSimone,@worldwineguys,Golan Heights Winery 2010 Yarden Cabernet Sauvignon (Galilee),Cabernet Sauvignon,Golan Heights Winery,"https://www.wine-searcher.com/images/labels/32/91/10473291.jpg?width=260&height=260&fit=bounds&canvas=260,260","['fruit', 'berry', 'cherry', 'herb']",red
18353,Italy,The nose isn't very expressive but it eventually reveals notes of red berry with undertones of game and a whiff of barnyard. The palate offers crunchy red berry and a hint of clove alongside fresh acidity and soft tannins.,,87,15.0,Tuscany,Rosso di Montepulciano,,Kerin O’Keefe,@kerinokeefe,Casale Daviddi 2012  Rosso di Montepulciano,Red Blend,Casale Daviddi,https://images.vivino.com/thumbs/gP2JOppWT3aiK6x4RPriqg_pb_x600.png,['berry'],red
70998,France,"The top of the line in the Lannac Saint-Jean range from young vignerons Fabien Jouves and Emmanuel Rybinski. With wood aging, it shows a mineral, austere note over the stone fruit flavors. It has weight and structure, though the fruit needs time to come through the toast of the wood.",La Chapelle,90,44.0,Southwest France,Cahors,,Roger Voss,@vossroger,Lannac Saint-Jean 2007 La Chapelle Malbec (Cahors),Malbec,Lannac Saint-Jean,https://www.wineenthusiast.com/wp-content/uploads/2024/04/04_24_Best-Argentinian-Malbecs_HERO_WineOnSale_Wine.com_WineChild_1920x1280.jpg,"['fruit', 'mineral']",red
84200,Italy,"Red berry aromas and cherry and candied fruit are backed by spice, horsehide and tobacco. The mouthfeel is thinner, streamlined and still a bit raw.",Mongrana,88,18.0,Tuscany,Maremma,,,,Agricola Querciabella 2005 Mongrana  (Maremma),Red Blend,Agricola Querciabella,https://querciabella.com/wp-content/uploads/2024/01/WNF_MG_2022_Family_Cubes.jpg,"['fruit', 'berry', 'cherry', 'spice']",red
127045,Portugal,"A blend of Aragonez, Syrah and Touriga Nacional, this is a crisp wine, full of raspberry fruits and a soft texture. It is attractive with its balance of acidity and fruit, and is very ready to drink.",Ciconia,85,12.0,Alentejano,,,Roger Voss,@vossroger,Ciconia 2016 Ciconia Rosé (Alentejano),Rosé,Ciconia,https://www.winnipegfreepress.com/wp-content/uploads/sites/2/2022/06/NEP2923616.jpg?w=1000,"['fruit', 'berry']",rosé
96603,France,"This well-known Burgundy négociant has branched out into the Rhône, like so many others have before. The good news is that the wine is bursting with bright cherry flavors—tart and juicy. Would make a nice burger or sandwich accompaniment.",Château De Domazan,84,8.0,Rhône Valley,Côtes du Rhône,,,,Mommessin 1999 Château De Domazan Red (Côtes du Rhône),Rhône-style Red Blend,Mommessin,"https://www.wine-searcher.com/images/labels/63/18/10266318.jpg?width=260&height=260&fit=bounds&canvas=260,260",['cherry'],red
129858,US,"Tempting, slightly nutty aromas and a firm texture characterize this light-bodied wine. With time in the glass, attractive doughy nuances and hints of caramel and toasted almonds join the apple flavors.",,90,26.0,California,Anderson Valley,,Jim Gordon,@gordone_cellars,Carpe Diem 2014 Chardonnay (Anderson Valley),Chardonnay,Carpe Diem,https://www.decanterchina.com/assets/images/article/r90/08_carpe_diem__chardonnay__anderson_valley__california_2014.jpg?1507595782,"['apple', 'nut']",white
70048,France,"This rounded wine is still tight and closed. The texture shows strongly at the moment, but will soften to bring out the crisp fruits and perfumed acidity. A rustic edge needs to blow away as the wine matures. Drink from 2017.",Cuvée Silex,86,30.0,Loire Valley,Sancerre,,Roger Voss,@vossroger,Philippe Girard 2014 Cuvée Silex  (Sancerre),Sauvignon Blanc,Philippe Girard,http://tablewineasheville.com/cdn/shop/articles/World-Class-French-Whites-Tasting_c566f564-a44c-44e9-b4e5-5cfc54ab9121.jpg?v=1617738808,['fruit'],white
86376,France,"91-93 Barrel sample. Rich and smooth, with tannins that are ripe, some spice and also intense acidity. The blackcurrant character is dominant.",Barrel sample,92,,Bordeaux,Saint-Julien,,Roger Voss,@vossroger,Château Lalande-Borie 2009 Barrel sample  (Saint-Julien),Bordeaux-style Red Blend,Château Lalande-Borie,https://images.jjbuckley.com/Vintage/269715/thumb_463x1162_2009-215429-1500.jpg,['spice'],red
38945,Italy,"This opens with aromas of mature wild cherry and pressed violet while the straightforward, juicy palate offers fleshy black cherry and a note of ground pepper. It's round and ready, with supple tannins.",,88,25.0,Tuscany,Chianti Classico,,Kerin O’Keefe,@kerinokeefe,Villa di Geggiano 2011  Chianti Classico,Red Blend,Villa di Geggiano,https://www.raincitywines.com/cdn/shop/products/IMG_1765_1024x1024.JPG?v=1519945391,"['cherry', 'pepper']",red
49563,Australia,"D'Arenberg is better known for its red wines, but this promising effort from the Adelaide Hills is one to watch. Vanilla and custardy notes mark the nose, while the flavors turn toasty and cereal-like, backed by plenty of mixed citrus fruit. It's not overly rich or ripe, but has long, mouthwatering finish.",The Lucky Lizard,91,35.0,South Australia,Adelaide Hills,,Joe Czerwinski,@JoeCz,D'Arenberg 2007 The Lucky Lizard Chardonnay (Adelaide Hills),Chardonnay,D'Arenberg,https://www.darenberg.com.au/assets/full/BCA2176S.jpg?20220527110043,"['fruit', 'citrus', 'vanilla']",white
66206,France,"This is a gently spicy wine with notes of ginger and cinnamon as well as ripe tropical fruits. It is not a complex wine, but very approachable even at this stage and touched with some acidity on the finish.",Cuvée René Dopff,86,24.0,Alsace,Alsace,,Roger Voss,@vossroger,Dopff & Irion 2012 Cuvée René Dopff Gewurztraminer (Alsace),Gewürztraminer,Dopff & Irion,https://live.staticflickr.com/7464/26743541840_0434957374_z.jpg,"['fruit', 'tropical']",unknown
35384,France,"A smooth, superripe wine, full of the sweetest fruit, big and rich. It is opulent, a powerhouse of dense Merlot fruits, rounded out with soft tannins.",,92,265.0,Bordeaux,Pomerol,,Roger Voss,@vossroger,Château Clinet 2009  Pomerol,Bordeaux-style Red Blend,Château Clinet,https://cdn.shopify.com/s/files/1/0044/7165/2425/products/2009Clinet.jpg?v=1638662955,['fruit'],red
57100,France,"This is the rare Côtes du Rhône that needs cellaring, but it is sourced from a patch of 50-year-old vines near Sorgues. Ground cinnamon and clove, fine leather and just enough cherry fruit mingle to create a compelling, medium-bodied wine framed by fine-grained tannins. Drink 2017–2022, possibly beyond.",Cuvée Maclura,90,20.0,Rhône Valley,Côtes du Rhône,,Joe Czerwinski,@JoeCz,Château Pégau 2013 Cuvée Maclura Red (Côtes du Rhône),Rhône-style Red Blend,Château Pégau,https://www.plummarket.com/store/pub/media/catalog/product/cache/49722c31a15eff463262c631eda6cffe/p/e/pegau_2015_maclura_2_1.jpg,"['fruit', 'cherry']",red
33463,Greece,"Aromas of citrus, melon and orange blossom start this crisp, elegant white from Cephalonia. On the palate, bright flavors of lemon/lime and white peach are balanced with a stony minerality. A beautiful example of an ancient indigenous variety.",,88,15.0,Atalanti Valley,,,Susan Kostrzewa,@suskostrzewa,Hatzimichalis 2015 Chardonnay (Atalanti Valley),Chardonnay,Hatzimichalis,https://images.vivino.com/thumbs/FNJRdIZFSZi3XKtAW-AsDQ_375x500.jpg,"['citrus', 'peach', 'lemon', 'lime', 'mineral']",white
69006,US,"The best value among all of Bergevin Lane's 2008 Syrahs, this rich and smoky effort spent 20 months in oak. Sourced from Stone Tree and Francisca's vineyards, it has tight, ripe berry flavors and beautifully manicured tannins.",She-Devil,91,22.0,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Bergevin Lane 2008 She-Devil Syrah (Columbia Valley (WA)),Syrah,Bergevin Lane,"https://www.wine-searcher.com/images/labels/65/36/10286536.jpg?width=260&height=260&fit=bounds&canvas=260,260","['berry', 'oak']",red
120756,Spain,"Jumpy berry aromas are simple and grapy. A plump but jagged and tannic palate tastes foxy and a touch herbal, while foresty, minty-green-berry flavors carry a scratchy finish.",Viernes,86,13.0,Northern Spain,Bierzo,,Michael Schachner,@wineschach,Godelia 2015 Viernes Mencía (Bierzo),Mencía,Godelia,https://winest.store/cdn/shop/files/Godelia-_Viernes_Mencia.png,"['berry', 'herb']",unknown
48286,US,"Valley of the Moon hasn't raised the price on this Bordeaux blend for years, which makes it a value for the complexity you get. This isn't one of those soft, mushy wines that's all flavor and no structure. Acids and tannins provide the architecture for polished blackberry, black olive and smoky oak flavors that are so appealing.",Cuvée de la Luna,92,30.0,California,Sonoma County,Sonoma,,,Valley of the Moon 2004 Cuvée de la Luna Red (Sonoma County),Bordeaux-style Red Blend,Valley of the Moon,https://www.wineenthusiast.com/wp-content/assets/reviews/label-images/wine/wine/77089_06B_1940_020107.jpg,"['berry', 'oak']",red
26563,US,"This is the only blend in Washington State where these two varieties play near-equal parts. Coming from a mixture of McKinley Springs and Alder Ridge vineyards, it offers aromas of brambly raspberries and herbs that lead to strikingly pure flavors and a texture that weakens the knees. An extended finish caps it off.",,92,25.0,Washington,Horse Heaven Hills,Columbia Valley,Sean P. Sullivan,@wawinereport,Syncline 2013 Grenache-Carignan (Horse Heaven Hills),Grenache-Carignan,Syncline,"http://res.cloudinary.com/sagacity/image/upload/c_crop,h_571,w_420,x_0,y_0/c_limit,w_640/v1445367661/499605_x6pni0.jpg",['herb'],unknown
57259,Georgia,"Powdered sugar and lifted lemon scents mark this blend of traditional Georgian white grapes. The off-dry, charmat method produced wine is a bit more aggressive on the palate than Bagrationi's méthode Champenoise counterparts, but a value alternative to Prosecco.",Classic Extra Dry,83,10.0,Georgia,,,Anna Lee C. Iijima,,Bagrationi 1882 NV Classic Extra Dry Sparkling (Georgia),Sparkling Blend,Bagrationi 1882,https://cdn.ct-static.com/labels/9723b385-0af9-4f08-81f8-d12d0674e414.jpg,['lemon'],sparkling
226,South Africa,"This is a round and rich wine, with notes of wood-grilled apple, guava and toasted challah. Smooth and lush in feel, ripe peach and tropical tones drive the palate, while hints of honeysuckle and baking spice unfold on the finish. Ample acidity keeps the wine's weight in check. Drink now.",,90,20.0,Stellenbosch,,,Lauren Buzzeo,@laurbuzz,Oldenburg 2014 Chenin Blanc (Stellenbosch),Chenin Blanc,Oldenburg,"https://www.wine-searcher.com/images/labels/31/49/11443149.jpg?width=260&height=260&fit=bounds&canvas=260,260","['apple', 'peach', 'tropical', 'spice', 'honey']",unknown
52323,US,"Klipsun vineyard grapes are fermented in stainless steel to produce this crisp and refreshing Sauvignon Blanc. In 2010, a cool vintage even at this Red Mountain site, the grassy side of the grape is in the spotlight. A little sweatiness blows off with airing, then the lemongrass and light melon flavors come through, with plenty of acid backing.",AnArtisticThought,87,19.0,Washington,Yakima Valley,Columbia Valley,Paul Gregutt,@paulgwine ,Stevens 2010 AnArtisticThought Sauvignon Blanc (Yakima Valley),Sauvignon Blanc,Stevens,https://www.wineenthusiast.com/wp-content/uploads/2024/07/07_24_New_Zealand_Sauvignon_Blanc_HERO_Wine.com_SaratogaWine_1920x1280.jpg,['lemon'],white
35045,Italy,"This luminous sparkler presents enticing aromas of white peach pulp and honeysuckle that are generous and round. This value wine delivers a tonic, firm body accented by lively peachy flavors.",Il Fresco,86,13.0,Veneto,Prosecco del Veneto,,,,Villa Sandi NV Il Fresco  (Prosecco del Veneto),Prosecco,Villa Sandi,https://images.vivino.com/thumbs/n9mtN5a2SUqdAtfZHuC7vg_pb_x600.png,"['peach', 'honey']",sparkling
2097,US,"Forward and easy in cherry, currant, raspberry, tangerine zest, cola and peppery spice flavors, this Zin has a gentle texture. There's also a wealth of firm, dusty tannins that could help the wine age for a few years.",Cougar Hill,87,18.0,California,Amador County,Sierra Foothills,,,Sobon Estate 2006 Cougar Hill Zinfandel (Amador County),Zinfandel,Sobon Estate,https://images.commerce7.com/sobon-wine-comapny-llc/images/medium/21coughbottleshotweb-1710960011612.jpg,"['berry', 'cherry', 'spice', 'pepper']",red
